2459218.206967593 0.998972 0.00241916
2459218.208240741 1.00013 0.00239511
2459218.209490741 0.999275 0.00225629
2459218.210740741 0.995372 0.00217962
2459218.211990741 0.994541 0.00213359
2459218.213240741 1.00061 0.00210959
2459218.214513889 0.994345 0.00207576
2459218.215787037 0.995846 0.00204015
2459218.217048611 0.994423 0.00205299
2459218.218298611 1.00062 0.002043
2459218.219560185 0.99748 0.0020314
2459218.220833334 0.994327 0.00201727
2459218.222083333 0.999455 0.00202788
2459218.223333334 0.99564 0.0020176
2459218.224594907 0.995336 0.00201186
2459218.225844908 0.995489 0.00201718
2459218.227094907 0.996132 0.00201186
2459218.228344908 1.00134 0.00202436
2459218.229594908 0.998404 0.00201234
2459218.230844907 0.995886 0.00201072
2459218.232094908 0.999133 0.00200995
2459218.233344907 0.999993 0.00200877
2459218.234606482 0.997445 0.00200697
2459218.235856482 0.996401 0.00200866
2459218.237106482 0.997473 0.00200773
2459218.238368056 0.999117 0.00200778
2459218.239618056 0.997756 0.00201237
2459218.240879630 0.997139 0.00201163
2459218.242129630 0.997861 0.00200933
2459218.243391204 0.994574 0.00201383
2459218.244641204 0.998797 0.00201073
2459218.245891204 0.996545 0.00202952
2459218.247152778 0.996102 0.00208835
2459218.248414352 0.997723 0.00205838
2459218.249675926 0.995052 0.00200925
2459218.250937500 0.997741 0.00201727
2459218.252187500 0.99896 0.0020167
2459218.253437500 0.993297 0.00200865
2459218.254687500 0.989155 0.00200507
2459218.255937500 0.992818 0.00200426
2459218.257187500 0.998825 0.00201089
2459218.258449074 0.98772 0.00200279
2459218.259699074 0.991235 0.00201034
2459218.260960648 0.990179 0.00200777
2459218.262210649 0.988698 0.00200179
2459218.263472222 0.986092 0.00200226
2459218.264722222 0.984846 0.00200462
2459218.265972222 0.987193 0.00200599
2459218.267222222 0.978111 0.00199421
2459218.268472222 0.983793 0.00199623
2459218.269722222 0.985775 0.00199988
2459218.270972223 0.983203 0.00199072
2459218.272233796 0.985271 0.00199778
2459218.273483797 0.985688 0.00200424
2459218.274733796 0.984134 0.00199849
2459218.275983796 0.976489 0.00199088
2459218.277233797 0.984577 0.00199668
2459218.278495370 0.984858 0.002001
2459218.279745371 0.984992 0.00199651
2459218.280995370 0.983238 0.00199673
2459218.282245371 0.979395 0.00199817
2459218.283506945 0.984258 0.00200773
2459218.284756945 0.984 0.00199784
2459218.286006945 0.975888 0.00199609
2459218.287256944 0.981444 0.00199797
2459218.288599537 0.983066 0.00200042
2459218.289849537 0.98045 0.00200361
2459218.291099537 0.98114 0.00199618
2459218.292361111 0.980768 0.00199663
2459218.293634260 0.982999 0.00200134
2459218.294895833 0.981074 0.00200076
2459218.296145834 0.981697 0.00200422
2459218.297407407 0.983389 0.00200642
2459218.298668982 0.979255 0.00200519
2459218.299918982 0.982064 0.0020041
2459218.301180555 0.983374 0.00200905
2459218.302442130 0.980276 0.00200391
2459218.303692130 0.980545 0.00200205
2459218.304942130 0.978427 0.00200624
2459218.306203704 0.979281 0.00200925
2459218.307465278 0.981558 0.00201037
2459218.308715278 0.98412 0.00201863
2459218.309965278 0.980739 0.00201935
2459218.311215278 0.983865 0.0020425
2459218.312465278 0.984547 0.00203965
2459218.313715278 0.981925 0.0020219
2459218.314976852 0.982175 0.00202877
2459218.316238426 0.975392 0.00201899
2459218.317488426 0.981102 0.0020245
2459218.318738426 0.984905 0.00202604
2459218.320000000 0.975786 0.00200656
2459218.321250000 0.981125 0.0020155
2459218.322500000 0.98492 0.00201349
2459218.323750000 0.978069 0.00202144
2459218.325000000 0.975539 0.00200813
2459218.326250000 0.975158 0.00200465
2459218.327500000 0.97668 0.00201401
2459218.328761574 0.976014 0.00201121
2459218.330023148 0.98179 0.00201432
2459218.331273148 0.97851 0.00201041
