2459990.28630    189.5  51.7 MaHPS
2459990.30826    150.0  25.5 MaHPS
2459997.30284    232.4 103.2 MaHPS
2459997.32480     -0.7  83.2 MaHPS
2459998.32149    -41.6  64.6 MaHPS
2459998.34347    -35.3  38.4 MaHPS
2459998.36545   -119.2 108.5 MaHPS
2460004.36244     63.3  32.6 MaHPS
2460004.38441     88.8  35.6 MaHPS
2460004.40639     23.8  40.2 MaHPS
2460005.26949    -45.3  46.7 MaHPS
2460005.29144    -65.7  31.8 MaHPS
2460005.31338    -41.9  37.5 MaHPS
2460006.36130    -42.4  86.4 MaHPS
2460006.38323    161.5  56.9 MaHPS
2460006.40517    -39.0  42.4 MaHPS
2460020.28347     52.8  78.1 MaHPS
2460020.30549     -0.0  53.4 MaHPS
2460020.32749    -10.5  40.5 MaHPS
2460022.30206    -45.2  26.6 MaHPS
2460022.32404    -39.5  21.9 MaHPS
2460026.30174   -131.5  61.3 MaHPS
2460026.32375    -59.8  35.8 MaHPS
2460026.34576     51.4  42.8 MaHPS
2460032.28063    190.4  60.7 MaHPS
2460032.30272     -8.7  38.1 MaHPS
2460032.32473     17.8  41.2 MaHPS
2460193.59910    149.1  94.0 MaHPS
2460212.48568    -17.9  42.5 MaHPS
2460212.50767     14.1  42.8 MaHPS
2460212.52966     -4.5  55.5 MaHPS
