2459051.367557871 0.999569 0.00122185
2459051.371886574 1.00178 0.00121317
2459051.376215278 0.998535 0.00120627
2459051.380497686 1.00018 0.00120481
2459051.384803241 0.994564 0.00120552
2459051.389097223 0.998466 0.00120692
2459051.393402778 0.993218 0.00119816
2459051.397685186 0.987281 0.00119981
2459051.402002315 0.987135 0.00119618
2459051.406296297 0.985675 0.00119244
2459051.410601852 0.985335 0.00120032
2459051.414907407 0.981439 0.00118851
2459051.419270833 0.983695 0.00119025
2459051.423553241 0.981092 0.00119605
2459051.427835648 0.982593 0.00119926
2459051.432094908 0.983111 0.00118695
2459051.436400463 0.979341 0.00119982
2459051.440706019 0.982307 0.00119094
2459051.445000000 0.982411 0.00118155
2459051.453587963 0.98015 0.00118995
2459051.457881945 0.980063 0.0011845
2459051.462175926 0.981155 0.00119794
2459051.466458334 0.98274 0.00120059
2459051.470787037 0.983622 0.00118987
2459051.475092593 0.975764 0.00119962
2459051.479398149 0.9807 0.00120366
2459051.483703704 0.981017 0.00118935
2459051.487997686 0.981326 0.00120576
2459051.492326389 0.982924 0.00120143
2459051.496631945 0.987761 0.00120011
2459051.500925926 0.991986 0.00121455
2459051.505208333 0.995127 0.00121629
2459051.509513889 0.996538 0.00120538
2459051.513819444 0.994971 0.00121424
2459051.518125000 1.00114 0.00122857
2459051.522442130 0.996055 0.00121371
2459051.526701389 0.99629 0.00122563
2459051.530960648 0.995289 0.0012274
2459051.535254630 0.998009 0.00122448
2459051.539560185 0.998692 0.00123579
2459051.543877315 0.997946 0.00123011
2459051.548182871 0.996517 0.0012272
2459051.560115741 0.998295 0.00125097
2459051.564629630 0.986645 0.00123102
2459051.569143519 0.988082 0.00125575
2459051.573645833 0.98467 0.001276
2459051.578148148 0.994912 0.00128156
2459165.413599537 0.996496 0.997663
2459165.417916667 0.995314 0.994811
2459165.422245371 0.996051 0.99446
2459165.426539352 0.99502 1.00173
2459165.430879630 1.00003 0.997417
2459165.435196760 0.996913 0.998363
2459165.439513889 0.990886 0.994095
2459165.443831019 0.985553 1.00117
2459165.448159723 0.987008 1.00119
2459165.452476852 0.981673 0.990772
2459165.456782408 0.983718 0.99525
2459165.461168982 0.981065 0.991473
2459165.465474537 0.980273 0.992092
2459165.469780093 0.977801 0.998141
2459165.474085649 0.982315 0.999803
2459165.478402778 0.981901 0.997242
2459165.482708334 0.979177 0.994497
2459165.487013889 0.978863 1.00062
2459165.491319444 0.978079 0.994318
2459165.495694445 0.97591 1.00225
2459165.500023148 0.981857 0.998848
2459165.504328704 0.981008 0.99443
2459165.508645833 0.978425 1.00023
2459165.512939815 0.971605 0.998582
2459165.521585648 0.980692 0.956703
2459165.525879630 0.982435 0.96264
2459165.530185185 0.978234 0.955073
2459165.534502315 0.977402 0.95859
2459165.538819445 0.981487 0.960883
2459165.543136574 0.984475 0.959276
2459165.547442130 0.992286 0.962295
2459165.551759259 0.995986 0.964293
2459165.556064815 0.996239 0.958357
2459165.560381945 1.00174 0.961474
2459165.564687500 0.996689 0.959951
2459165.569016204 0.999448 0.960262
2459165.573321760 0.996705 0.962342
2459165.577627315 0.99755 0.957988
2459165.581944445 1.00129 0.963275
2459165.586250000 0.993604 0.96136
2459165.590555556 0.988411 0.969113
2459165.594930556 0.995217 0.960634
2459260.440613426 0.997342 1.05391
2459260.444930556 0.998189 1.05439
2459260.449247685 0.998673 1.05573
2459260.453553241 0.996314 1.0586
2459260.457858797 0.998314 1.05654
2459260.462164352 0.997685 1.05532
2459260.466469908 1.00209 1.05413
2459260.470775463 0.994273 1.05468
2459260.475081019 0.994758 1.0451
2459260.479386574 0.991629 1.05752
2459260.483692130 0.987183 1.04866
2459260.487997686 0.982911 1.05945
2459260.492303241 0.979749 1.05645
2459260.496631945 0.981512 1.05485
2459260.500960649 0.981445 1.05809
2459260.505266204 0.97744 1.05277
2459260.509583334 0.976156 1.05553
2459260.513900463 0.980329 1.05961
2459260.518229167 0.979562 1.05614
2459260.522534722 0.979552 1.05472
2459260.526828704 0.980616 1.05825
2459260.531157407 0.982222 1.05341
2459260.535462963 0.983113 1.05829
2459260.539780093 0.980081 1.05576
2459260.544097222 0.979247 1.05948
2459260.548402778 0.978575 1.05688
2459260.552731482 0.976521 1.05696
2459260.557025463 0.979439 1.05902
2459260.561342593 0.980075 1.05996
2459260.565659722 0.981802 1.05796
2459260.569976852 0.982432 1.05438
2459260.574293982 0.983993 1.05492
2459260.578599537 0.986518 1.06004
2459260.582905093 0.988402 1.05602
2459260.587210648 0.990899 1.06196
2459260.591527778 1.00015 1.05657
2459260.595833334 0.995336 1.05768
2459260.600150463 0.996239 1.05617
2459260.604467593 0.996673 1.05699
2459260.608796297 0.999406 1.05789
2459260.613125000 0.997433 1.05227
2459260.617430556 1.00086 1.05057
2459260.621736111 0.998444 1.05441
2459260.626053241 0.991013 1.06047
2459260.630393519 0.994956 1.06056
